src,dst,v1,v2,v3
467,223,4.0,15.0,1.0
467,271,2.0,7.0,1.0
467,418,5.0,10.0,1.0
467,498,5.0,179.0,1.0
467,693,4.0,4.0,1.0
467,764,8.0,193.0,1.0
467,825,7.0,201.0,1.0
468,174,1.0,48.0,1.0
468,276,2.0,30.0,1.0
468,568,1.0,42.0,1.0
468,817,5.0,276.0,1.0
468,860,2.0,48.0,1.0
469,315,6.0,156.0,1.0
469,519,4.0,16.0,1.0
469,618,4.0,5.0,1.0
469,694,1.0,5.0,1.0
469,778,2.0,15.0,1.0
469,795,9.0,181.0,1.0
470,29,1.0,4.0,1.0
470,156,4.0,17.0,1.0
470,235,10.0,137.0,1.0
470,412,3.0,11.0,1.0
470,466,20.0,261.0,1.0
470,622,10.0,259.0,1.0
470,753,4.0,17.0,1.0
470,887,10.0,162.0,1.0
471,98,5.0,5.0,1.0
471,417,7.0,134.0,1.0
471,570,4.0,5.0,1.0
471,609,3.0,4.0,1.0
471,790,5.0,5.0,1.0
472,339,8.0,167.0,1.0
472,529,5.0,7.0,1.0
472,710,3.0,7.0,1.0
472,921,3.0,9.0,1.0
472,942,1.0,6.0,1.0
472,1002,7.0,284.0,1.0
473,164,1.0,15.0,1.0
473,200,1.0,16.0,1.0
473,677,2.0,2.0,1.0
473,773,7.0,343.0,1.0
473,782,7.0,151.0,1.0
473,973,4.0,5.0,1.0
474,207,1.0,3.0,1.0
474,350,8.0,95.0,1.0
474,422,3.0,3.0,1.0
474,508,1.0,0.0,1.0
474,720,9.0,11.0,1.0
474,989,5.0,3.0,1.0
475,200,6.0,357.0,1.0
475,629,2.0,3.0,1.0
475,668,1.0,8.0,1.0
475,834,10.0,315.0,1.0
475,848,4.0,10.0,1.0
475,953,4.0,10.0,1.0
476,129,3.0,0.0,1.0
476,167,2.0,0.0,1.0
476,281,6.0,108.0,1.0
476,597,3.0,1.0,1.0
476,735,5.0,0.0,1.0
477,57,1.0,6.0,1.0
477,407,7.0,82.0,1.0
477,433,1.0,9.0,1.0
477,434,3.0,1.0,1.0
477,499,10.0,113.0,1.0
477,765,5.0,4.0,1.0
478,139,3.0,7.0,1.0
478,231,2.0,3.0,1.0
478,430,10.0,282.0,1.0
478,447,2.0,7.0,1.0
478,660,8.0,211.0,1.0
478,829,8.0,337.0,1.0
478,861,5.0,13.0,1.0
479,83,7.0,71.0,1.0
479,286,5.0,1.0,1.0
479,414,3.0,1.0,1.0
479,658,1.0,2.0,1.0
479,786,7.0,71.0,1.0
479,822,10.0,42.0,1.0
480,169,5.0,135.0,1.0
480,189,2.0,1.0,1.0
480,360,1.0,4.0,1.0
480,368,4.0,2.0,1.0
480,492,9.0,214.0,1.0
480,661,4.0,3.0,1.0
481,375,2.0,18.0,1.0
481,406,3.0,7.0,1.0
481,589,9.0,172.0,1.0
481,665,2.0,6.0,1.0
481,983,1.0,7.0,1.0
481,994,5.0,83.0,1.0
482,24,5.0,155.0,1.0
482,355,3.0,4.0,1.0
482,395,3.0,1.0,1.0
482,487,9.0,10.0,1.0
482,899,8.0,82.0,1.0
483,50,5.0,263.0,1.0
483,247,10.0,185.0,1.0
483,497,1.0,9.0,1.0
483,559,2.0,4.0,1.0
483,644,2.0,3.0,1.0
483,853,2.0,11.0,1.0
483,962,10.0,114.0,1.0
484,315,3.0,16.0,1.0
484,327,2.0,2.0,1.0
484,358,7.0,238.0,1.0
484,424,7.0,498.0,1.0
484,618,2.0,2.0,1.0
484,1004,4.0,5.0,1.0
485,180,5.0,60.0,1.0
485,357,2.0,12.0,1.0
485,384,5.0,319.0,1.0
485,595,2.0,42.0,1.0
485,666,1.0,12.0,1.0
486,112,3.0,42.0,1.0
486,494,3.0,30.0,1.0
486,581,7.0,469.0,1.0
486,634,5.0,60.0,1.0
486,898,2.0,36.0,1.0
486,913,6.0,705.0,1.0
487,312,3.0,1.0,1.0
487,482,9.0,10.0,1.0
487,506,4.0,1.0,1.0
487,745,6.0,13.0,1.0
487,847,1.0,2.0,1.0
487,961,1.0,0.0,1.0
488,67,6.0,147.0,1.0
488,145,5.0,50.0,1.0
488,176,3.0,6.0,1.0
488,579,5.0,8.0,1.0
488,820,8.0,167.0,1.0
488,870,2.0,6.0,1.0
489,175,8.0,12.0,1.0
489,253,1.0,8.0,1.0
489,309,5.0,165.0,1.0
489,313,1.0,6.0,1.0
489,402,6.0,273.0,1.0
489,699,4.0,8.0,1.0
489,879,4.0,5.0,1.0
490,217,4.0,48.0,1.0
490,573,3.0,12.0,1.0
490,709,2.0,60.0,1.0
490,781,1.0,6.0,1.0
490,800,9.0,537.0,1.0
491,28,1.0,3.0,1.0
491,84,3.0,6.0,1.0
491,250,3.0,8.0,1.0
491,866,9.0,93.0,1.0
491,920,1.0,1.0,1.0
492,117,1.0,6.0,1.0
492,169,3.0,1.0,1.0
492,177,6.0,127.0,1.0
492,189,3.0,3.0,1.0
492,458,3.0,2.0,1.0
492,480,9.0,214.0,1.0
492,771,5.0,220.0,1.0
493,106,5.0,2.0,1.0
493,212,1.0,6.0,1.0
493,514,1.0,5.0,1.0
493,535,5.0,91.0,1.0
493,571,8.0,148.0,1.0
493,783,2.0,4.0,1.0
494,101,5.0,590.0,1.0
494,137,5.0,48.0,1.0
494,486,3.0,30.0,1.0
494,496,6.0,385.0,1.0
494,573,2.0,18.0,1.0
494,763,2.0,42.0,1.0
495,283,10.0,45.0,1.0
495,450,8.0,17.0,1.0
495,616,2.0,4.0,1.0
495,622,5.0,4.0,1.0
495,1013,3.0,4.0,1.0
496,191,4.0,54.0,1.0
496,494,6.0,385.0,1.0
496,613,5.0,36.0,1.0
496,868,7.0,705.0,1.0
496,891,3.0,42.0,1.0
496,941,7.0,675.0,1.0
496,946,2.0,18.0,1.0
497,107,9.0,59.0,1.0
497,483,1.0,9.0,1.0
497,617,5.0,59.0,1.0
497,644,4.0,3.0,1.0
497,846,1.0,10.0,1.0
497,917,2.0,3.0,1.0
498,330,3.0,6.0,1.0
498,467,5.0,179.0,1.0
498,807,10.0,20.0,1.0
498,873,8.0,293.0,1.0
498,912,3.0,6.0,1.0
498,944,4.0,4.0,1.0
498,996,4.0,10.0,1.0
499,27,3.0,9.0,1.0
499,81,2.0,6.0,1.0
499,239,9.0,80.0,1.0
499,477,10.0,113.0,1.0
499,804,4.0,4.0,1.0
499,943,4.0,1.0,1.0
500,26,3.0,54.0,1.0
500,392,3.0,54.0,1.0
500,455,8.0,407.0,1.0
500,626,2.0,30.0,1.0
500,739,2.0,54.0,1.0
500,801,10.0,429.0,1.0
501,114,1.0,3.0,1.0
501,646,4.0,3.0,1.0
501,654,10.0,263.0,1.0
501,682,5.0,1.0,1.0
501,807,1.0,3.0,1.0
502,182,1.0,1.0,1.0
502,215,4.0,10.0,1.0
502,352,5.0,149.0,1.0
502,430,4.0,12.0,1.0
502,545,6.0,270.0,1.0
502,574,2.0,10.0,1.0
503,150,9.0,37.0,1.0
503,242,2.0,1.0,1.0
503,318,1.0,2.0,1.0
503,442,1.0,4.0,1.0
503,592,8.0,54.0,1.0
504,140,1.0,2.0,1.0
504,400,2.0,8.0,1.0
504,570,7.0,149.0,1.0
504,652,2.0,2.0,1.0
504,682,7.0,225.0,1.0
505,203,5.0,1.0,1.0
505,248,8.0,73.0,1.0
505,523,7.0,53.0,1.0
505,704,3.0,1.0,1.0
505,737,3.0,3.0,1.0
505,749,2.0,3.0,1.0
506,312,6.0,20.0,1.0
506,487,4.0,1.0,1.0
506,523,10.0,13.0,1.0
506,847,6.0,44.0,1.0
506,961,1.0,0.0,1.0
507,206,1.0,2.0,1.0
507,301,4.0,1.0,1.0
507,322,3.0,4.0,1.0
507,596,6.0,79.0,1.0
507,608,8.0,79.0,1.0
507,849,3.0,3.0,1.0
508,65,5.0,3.0,1.0
508,297,5.0,76.0,1.0
508,349,7.0,196.0,1.0
508,474,1.0,0.0,1.0
509,170,6.0,311.0,1.0
509,171,1.0,10.0,1.0
509,761,5.0,313.0,1.0
509,795,1.0,2.0,1.0
509,845,4.0,2.0,1.0
509,973,2.0,11.0,1.0
510,311,1.0,48.0,1.0
510,539,6.0,632.0,1.0
510,655,2.0,18.0,1.0
510,709,8.0,458.0,1.0
510,716,3.0,6.0,1.0
510,758,6.0,683.0,1.0
510,993,4.0,48.0,1.0
511,190,1.0,54.0,1.0
511,385,10.0,429.0,1.0
511,533,8.0,661.0,1.0
511,578,4.0,48.0,1.0
511,767,5.0,552.0,1.0
511,862,2.0,24.0,1.0
511,1005,3.0,24.0,1.0
512,230,1.0,6.0,1.0
512,233,5.0,2.0,1.0
512,359,2.0,1.0,1.0
512,381,7.0,183.0,1.0
512,611,5.0,99.0,1.0
512,1015,4.0,1.0,1.0
513,302,3.0,15.0,1.0
513,353,10.0,482.0,1.0
513,358,1.0,3.0,1.0
513,374,5.0,8.0,1.0
513,649,2.0,5.0,1.0
514,493,1.0,5.0,1.0
514,535,5.0,4.0,1.0
514,557,2.0,4.0,1.0
514,777,10.0,91.0,1.0
514,894,5.0,3.0,1.0
514,905,6.0,177.0,1.0
515,50,3.0,1.0,1.0
515,247,5.0,11.0,1.0
515,373,5.0,5.0,1.0
515,689,7.0,128.0,1.0
515,803,2.0,4.0,1.0
516,21,5.0,1.0,1.0
516,59,4.0,4.0,1.0
516,391,4.0,1.0,1.0
516,442,7.0,63.0,1.0
516,592,8.0,213.0,1.0
516,619,6.0,58.0,1.0
517,63,3.0,3.0,1.0
517,328,7.0,79.0,1.0
517,381,5.0,3.0,1.0
517,552,3.0,1.0,1.0
517,690,10.0,117.0,1.0
517,882,8.0,103.0,1.0
518,216,10.0,31.0,1.0
518,293,4.0,10.0,1.0
518,426,1.0,2.0,1.0
518,443,2.0,8.0,1.0
518,746,5.0,91.0,1.0
519,170,9.0,365.0,1.0
519,469,4.0,16.0,1.0
519,645,3.0,11.0,1.0
519,869,9.0,148.0,1.0
519,926,5.0,2.0,1.0
519,1010,3.0,11.0,1.0
520,217,8.0,523.0,1.0
520,244,1.0,48.0,1.0
520,399,10.0,451.0,1.0
520,666,5.0,42.0,1.0
520,810,3.0,12.0,1.0
520,868,2.0,60.0,1.0
521,248,4.0,4.0,1.0
521,395,9.0,46.0,1.0
521,464,3.0,1.0,1.0
521,737,9.0,40.0,1.0
521,899,4.0,0.0,1.0
522,58,10.0,421.0,1.0
522,365,3.0,30.0,1.0
522,372,3.0,30.0,1.0
522,379,4.0,54.0,1.0
522,681,9.0,726.0,1.0
522,810,2.0,54.0,1.0
522,907,7.0,436.0,1.0
523,248,3.0,3.0,1.0
523,355,1.0,1.0,1.0
523,380,9.0,17.0,1.0
523,464,9.0,189.0,1.0
523,505,7.0,53.0,1.0
523,506,10.0,13.0,1.0
523,899,4.0,4.0,1.0
523,1001,8.0,31.0,1.0
524,79,5.0,4.0,1.0
524,252,2.0,3.0,1.0
524,310,3.0,4.0,1.0
524,444,6.0,44.0,1.0
524,799,2.0,0.0,1.0
525,342,3.0,3.0,1.0
525,591,1.0,1.0,1.0
525,757,2.0,3.0,1.0
525,935,2.0,2.0,1.0
525,956,7.0,156.0,1.0
526,48,7.0,56.0,1.0
526,68,2.0,1.0,1.0
526,96,5.0,2.0,1.0
526,102,3.0,0.0,1.0
526,329,7.0,21.0,1.0
526,1012,5.0,2.0,1.0
527,121,9.0,227.0,1.0
527,410,6.0,361.0,1.0
527,602,6.0,325.0,1.0
527,750,2.0,11.0,1.0
527,773,2.0,16.0,1.0
527,816,2.0,3.0,1.0
528,26,8.0,415.0,1.0
528,93,3.0,18.0,1.0
528,157,7.0,426.0,1.0
528,199,1.0,18.0,1.0
528,378,4.0,24.0,1.0
528,396,2.0,24.0,1.0
529,237,4.0,1.0,1.0
529,431,4.0,6.0,1.0
529,459,7.0,234.0,1.0
529,472,5.0,7.0,1.0
529,594,10.0,106.0,1.0
530,151,3.0,6.0,1.0
530,163,5.0,60.0,1.0
530,578,3.0,42.0,1.0
530,638,9.0,530.0,1.0
530,734,5.0,6.0,1.0
530,817,8.0,343.0,1.0
531,465,2.0,15.0,1.0
531,671,4.0,3.0,1.0
531,706,3.0,6.0,1.0
531,747,8.0,295.0,1.0
531,976,7.0,180.0,1.0
532,48,3.0,2.0,1.0
532,49,1.0,1.0,1.0
532,68,8.0,46.0,1.0
532,96,7.0,48.0,1.0
532,102,7.0,70.0,1.0
533,137,1.0,18.0,1.0
533,511,8.0,661.0,1.0
533,548,3.0,54.0,1.0
533,601,1.0,36.0,1.0
533,754,4.0,60.0,1.0
533,810,7.0,385.0,1.0
534,143,5.0,3.0,1.0
534,228,4.0,3.0,1.0
534,259,7.0,10.0,1.0
534,405,9.0,33.0,1.0
534,960,4.0,0.0,1.0
535,194,10.0,64.0,1.0
535,211,3.0,1.0,1.0
535,453,10.0,88.0,1.0
535,493,5.0,91.0,1.0
535,514,5.0,4.0,1.0
535,628,2.0,7.0,1.0
535,777,4.0,1.0,1.0
536,97,1.0,16.0,1.0
536,171,5.0,295.0,1.0
536,410,5.0,287.0,1.0
536,448,4.0,16.0,1.0
536,629,3.0,13.0,1.0
536,761,1.0,15.0,1.0
536,762,10.0,321.0,1.0
537,43,5.0,42.0,1.0
537,80,10.0,523.0,1.0
537,898,5.0,30.0,1.0
537,906,5.0,479.0,1.0
537,927,9.0,516.0,1.0
538,116,10.0,218.0,1.0
538,131,2.0,1.0,1.0
538,445,4.0,2.0,1.0
538,736,1.0,3.0,1.0
538,998,5.0,7.0,1.0
539,240,5.0,6.0,1.0
539,421,10.0,472.0,1.0
539,510,6.0,632.0,1.0
539,739,2.0,36.0,1.0
539,810,3.0,30.0,1.0
539,970,1.0,36.0,1.0
540,57,5.0,179.0,1.0
540,81,5.0,7.0,1.0
540,110,4.0,4.0,1.0
540,433,5.0,4.0,1.0
540,765,5.0,5.0,1.0
540,902,10.0,180.0,1.0
540,910,10.0,177.0,1.0
541,172,1.0,42.0,1.0
541,180,5.0,450.0,1.0
541,551,4.0,60.0,1.0
541,774,3.0,6.0,1.0
541,868,1.0,60.0,1.0
541,906,7.0,385.0,1.0
542,18,4.0,2.0,1.0
542,259,9.0,39.0,1.0
542,553,5.0,5.0,1.0
542,937,4.0,5.0,1.0
543,160,3.0,10.0,1.0
543,173,5.0,154.0,1.0
543,192,1.0,15.0,1.0
543,436,3.0,15.0,1.0
543,629,8.0,315.0,1.0
543,743,3.0,2.0,1.0
544,23,8.0,16.0,1.0
544,332,5.0,1.0,1.0
544,598,1.0,2.0,1.0
544,814,6.0,44.0,1.0
544,1007,4.0,3.0,1.0
545,38,1.0,3.0,1.0
545,352,1.0,10.0,1.0
545,502,6.0,270.0,1.0
545,685,4.0,15.0,1.0
545,912,4.0,13.0,1.0
546,117,4.0,4.0,1.0
546,335,6.0,239.0,1.0
546,356,1.0,2.0,1.0
546,413,4.0,6.0,1.0
546,466,7.0,156.0,1.0
546,939,4.0,1.0,1.0
547,345,5.0,123.0,1.0
547,368,1.0,2.0,1.0
547,389,2.0,4.0,1.0
547,673,4.0,4.0,1.0
547,841,2.0,6.0,1.0
548,30,2.0,24.0,1.0
548,85,2.0,48.0,1.0
548,133,8.0,385.0,1.0
548,191,6.0,603.0,1.0
548,398,8.0,324.0,1.0
548,533,3.0,54.0,1.0
548,891,3.0,48.0,1.0
549,39,5.0,17.0,1.0
549,86,4.0,17.0,1.0
549,362,5.0,131.0,1.0
549,565,1.0,11.0,1.0
549,725,5.0,11.0,1.0
550,72,2.0,2.0,1.0
550,255,1.0,1.0,1.0
550,363,5.0,6.0,1.0
550,701,6.0,281.0,1.0
550,903,2.0,3.0,1.0
551,33,1.0,18.0,1.0
551,199,5.0,36.0,1.0
551,306,1.0,30.0,1.0
551,541,4.0,60.0,1.0
551,670,6.0,358.0,1.0
551,934,7.0,450.0,1.0
552,78,2.0,1.0,1.0
552,233,7.0,187.0,1.0
552,517,3.0,1.0,1.0
552,715,1.0,6.0,1.0
552,882,6.0,92.0,1.0
552,895,3.0,6.0,1.0
553,149,4.0,2.0,1.0
553,542,5.0,5.0,1.0
553,627,2.0,9.0,1.0
553,720,8.0,110.0,1.0
553,937,7.0,19.0,1.0
553,971,1.0,4.0,1.0
554,287,5.0,3.0,1.0
554,353,1.0,7.0,1.0
554,624,4.0,11.0,1.0
554,968,10.0,287.0,1.0
554,988,2.0,10.0,1.0
555,113,3.0,6.0,1.0
555,138,7.0,133.0,1.0
555,161,7.0,308.0,1.0
555,612,3.0,4.0,1.0
555,796,5.0,2.0,1.0
556,279,6.0,253.0,1.0
556,374,4.0,15.0,1.0
556,424,2.0,5.0,1.0
556,750,6.0,243.0,1.0
556,761,1.0,15.0,1.0
556,1010,1.0,5.0,1.0
557,211,6.0,114.0,1.0
557,262,10.0,79.0,1.0
557,322,2.0,7.0,1.0
557,514,2.0,4.0,1.0
557,571,7.0,111.0,1.0
557,596,3.0,1.0,1.0
557,777,5.0,4.0,1.0
558,135,6.0,161.0,1.0
558,188,2.0,9.0,1.0
558,272,2.0,13.0,1.0
558,430,1.0,9.0,1.0
558,873,1.0,10.0,1.0
559,222,3.0,2.0,1.0
559,256,9.0,99.0,1.0
559,376,8.0,91.0,1.0
559,483,2.0,4.0,1.0
560,123,2.0,4.0,1.0
560,249,4.0,6.0,1.0
560,338,4.0,5.0,1.0
560,744,2.0,1.0,1.0
560,785,7.0,101.0,1.0
560,841,8.0,213.0,1.0
560,856,5.0,129.0,1.0
561,65,10.0,61.0,1.0
561,207,3.0,2.0,1.0
561,297,6.0,74.0,1.0
561,350,1.0,1.0,1.0
561,422,4.0,2.0,1.0
561,960,4.0,1.0,1.0
562,225,1.0,2.0,1.0
562,299,9.0,9.0,1.0
562,397,3.0,0.0,1.0
562,463,9.0,25.0,1.0
563,118,2.0,60.0,1.0
563,157,4.0,48.0,1.0
563,317,3.0,42.0,1.0
563,638,5.0,443.0,1.0
563,709,4.0,6.0,1.0
564,161,4.0,6.0,1.0
564,695,7.0,131.0,1.0
564,725,2.0,17.0,1.0
564,832,4.0,2.0,1.0
564,874,9.0,107.0,1.0
564,958,2.0,17.0,1.0
565,406,2.0,13.0,1.0
565,549,1.0,11.0,1.0
565,612,2.0,4.0,1.0
565,697,4.0,6.0,1.0
565,965,9.0,146.0,1.0
566,109,8.0,22.0,1.0
566,251,2.0,2.0,1.0
566,361,4.0,1.0,1.0
566,839,3.0,0.0,1.0
566,930,10.0,82.0,1.0
566,1011,8.0,11.0,1.0
567,88,2.0,7.0,1.0
567,210,9.0,15.0,1.0
567,569,7.0,150.0,1.0
567,625,1.0,5.0,1.0
567,667,3.0,1.0,1.0
567,765,10.0,107.0,1.0
567,985,4.0,4.0,1.0
568,137,2.0,36.0,1.0
568,210,9.0,435.0,1.0
568,325,2.0,24.0,1.0
568,468,1.0,42.0,1.0
568,946,2.0,48.0,1.0
569,27,2.0,6.0,1.0
569,567,7.0,150.0,1.0
569,614,9.0,111.0,1.0
569,631,3.0,7.0,1.0
569,811,3.0,3.0,1.0
569,943,2.0,3.0,1.0
570,89,9.0,128.0,1.0
570,122,2.0,4.0,1.0
570,134,4.0,5.0,1.0
570,296,1.0,1.0,1.0
570,471,4.0,5.0,1.0
570,504,7.0,149.0,1.0
571,87,2.0,1.0,1.0
571,493,8.0,148.0,1.0
571,557,7.0,111.0,1.0
571,628,1.0,1.0,1.0
571,633,2.0,4.0,1.0
571,828,4.0,6.0,1.0
572,98,8.0,153.0,1.0
572,116,5.0,168.0,1.0
572,140,1.0,8.0,1.0
572,224,3.0,2.0,1.0
572,285,2.0,6.0,1.0
572,296,6.0,234.0,1.0
572,403,2.0,2.0,1.0
573,490,3.0,12.0,1.0
573,494,2.0,18.0,1.0
573,691,5.0,450.0,1.0
573,730,3.0,6.0,1.0
573,901,1.0,18.0,1.0
574,139,10.0,304.0,1.0
574,144,7.0,160.0,1.0
574,336,5.0,10.0,1.0
574,502,2.0,10.0,1.0
574,660,1.0,12.0,1.0
574,806,5.0,194.0,1.0
574,844,3.0,13.0,1.0
575,74,3.0,12.0,1.0
575,163,2.0,48.0,1.0
575,268,6.0,617.0,1.0
575,392,5.0,18.0,1.0
575,691,5.0,12.0,1.0
575,918,6.0,242.0,1.0
576,75,4.0,6.0,1.0
576,392,3.0,60.0,1.0
576,716,3.0,48.0,1.0
576,721,1.0,48.0,1.0
576,835,9.0,367.0,1.0
576,842,7.0,414.0,1.0
577,44,10.0,433.0,1.0
577,80,4.0,36.0,1.0
577,384,2.0,24.0,1.0
577,713,2.0,36.0,1.0
577,826,7.0,487.0,1.0
577,978,2.0,24.0,1.0
578,190,10.0,646.0,1.0
578,306,3.0,6.0,1.0
578,511,4.0,48.0,1.0
578,530,3.0,42.0,1.0
578,718,6.0,572.0,1.0
578,813,5.0,18.0,1.0
579,32,4.0,7.0,1.0
579,145,2.0,7.0,1.0
579,278,7.0,53.0,1.0
579,488,5.0,8.0,1.0
579,648,5.0,97.0,1.0
579,870,1.0,7.0,1.0
580,53,2.0,60.0,1.0
580,127,6.0,726.0,1.0
580,246,7.0,596.0,1.0
580,331,1.0,54.0,1.0
580,392,7.0,726.0,1.0
580,393,3.0,42.0,1.0
580,934,5.0,24.0,1.0
581,31,5.0,60.0,1.0
581,174,2.0,30.0,1.0
581,195,1.0,24.0,1.0
581,282,7.0,487.0,1.0
581,486,7.0,469.0,1.0
581,801,4.0,6.0,1.0
582,27,10.0,101.0,1.0
582,416,6.0,74.0,1.0
582,732,3.0,8.0,1.0
582,910,1.0,7.0,1.0
582,985,4.0,3.0,1.0
583,120,6.0,147.0,1.0
583,344,3.0,13.0,1.0
583,706,1.0,12.0,1.0
583,747,1.0,1.0,1.0
583,861,5.0,341.0,1.0
583,867,5.0,13.0,1.0
584,150,5.0,2.0,1.0
584,236,5.0,1.0,1.0
584,318,2.0,4.0,1.0
584,619,5.0,55.0,1.0
584,623,2.0,1.0,1.0
585,240,2.0,60.0,1.0
585,364,3.0,30.0,1.0
585,613,1.0,18.0,1.0
585,626,5.0,323.0,1.0
585,728,4.0,48.0,1.0
585,922,5.0,370.0,1.0
586,615,4.0,5.0,1.0
586,831,8.0,106.0,1.0
586,876,5.0,0.0,1.0
586,900,4.0,3.0,1.0
587,83,5.0,2.0,1.0
587,286,6.0,46.0,1.0
587,295,2.0,2.0,1.0
587,414,5.0,90.0,1.0
587,663,9.0,44.0,1.0
587,738,3.0,1.0,1.0
587,775,2.0,1.0,1.0
588,225,1.0,1.0,1.0
588,337,5.0,40.0,1.0
588,397,10.0,24.0,1.0
588,1014,2.0,2.0,1.0
589,481,9.0,172.0,1.0
589,753,1.0,17.0,1.0
589,768,1.0,6.0,1.0
589,954,4.0,4.0,1.0
590,233,3.0,1.0,1.0
590,359,4.0,6.0,1.0
590,429,4.0,4.0,1.0
590,599,7.0,130.0,1.0
590,690,3.0,2.0,1.0
590,903,10.0,100.0,1.0
591,45,4.0,3.0,1.0
591,329,3.0,1.0,1.0
591,525,1.0,1.0,1.0
591,615,10.0,54.0,1.0
591,876,6.0,70.0,1.0
592,391,4.0,2.0,1.0
592,442,1.0,1.0,1.0
592,503,8.0,54.0,1.0
592,516,8.0,213.0,1.0
592,744,5.0,14.0,1.0
592,819,1.0,2.0,1.0
593,28,7.0,98.0,1.0
593,92,1.0,5.0,1.0
593,314,2.0,2.0,1.0
593,408,3.0,5.0,1.0
593,928,1.0,2.0,1.0
594,28,4.0,7.0,1.0
594,339,3.0,6.0,1.0
594,529,10.0,106.0,1.0
594,603,5.0,3.0,1.0
594,838,6.0,269.0,1.0
594,942,5.0,3.0,1.0
595,421,1.0,6.0,1.0
595,485,2.0,42.0,1.0
595,681,3.0,30.0,1.0
595,925,1.0,6.0,1.0
595,931,9.0,581.0,1.0
595,949,10.0,617.0,1.0
595,980,8.0,386.0,1.0
596,25,5.0,5.0,1.0
596,211,2.0,6.0,1.0
596,219,5.0,4.0,1.0
596,507,6.0,79.0,1.0
596,557,3.0,1.0,1.0
596,894,6.0,83.0,1.0
597,109,2.0,3.0,1.0
597,129,10.0,28.0,1.0
597,351,3.0,2.0,1.0
597,476,3.0,1.0,1.0
597,610,8.0,36.0,1.0
597,909,1.0,2.0,1.0
598,332,2.0,2.0,1.0
598,544,1.0,2.0,1.0
598,940,5.0,104.0,1.0
598,1007,1.0,2.0,1.0
599,230,10.0,135.0,1.0
599,425,4.0,2.0,1.0
599,590,7.0,130.0,1.0
599,715,6.0,141.0,1.0
599,719,2.0,6.0,1.0
599,999,5.0,5.0,1.0
600,310,2.0,0.0,1.0
600,799,9.0,43.0,1.0
600,886,2.0,2.0,1.0
601,54,7.0,537.0,1.0
601,77,1.0,24.0,1.0
601,95,2.0,6.0,1.0
601,533,1.0,36.0,1.0
601,696,6.0,560.0,1.0
601,906,4.0,48.0,1.0
602,100,5.0,8.0,1.0
602,341,5.0,5.0,1.0
602,527,6.0,325.0,1.0
602,845,9.0,267.0,1.0
602,924,2.0,8.0,1.0
602,1004,2.0,7.0,1.0
603,84,9.0,170.0,1.0
603,237,8.0,136.0,1.0
603,459,7.0,286.0,1.0
603,594,5.0,3.0,1.0
603,687,3.0,3.0,1.0
603,938,2.0,4.0,1.0
603,977,8.0,24.0,1.0
604,69,1.0,2.0,1.0
604,142,2.0,4.0,1.0
604,335,8.0,185.0,1.0
604,354,1.0,2.0,1.0
604,389,9.0,208.0,1.0
604,449,1.0,6.0,1.0
605,243,3.0,24.0,1.0
605,331,5.0,60.0,1.0
605,774,8.0,349.0,1.0
605,981,5.0,12.0,1.0
605,1000,3.0,54.0,1.0
606,202,1.0,30.0,1.0
606,317,2.0,18.0,1.0
606,378,9.0,385.0,1.0
606,714,4.0,18.0,1.0
606,925,6.0,370.0,1.0
606,997,1.0,24.0,1.0
607,231,8.0,331.0,1.0
607,388,3.0,10.0,1.0
607,435,8.0,311.0,1.0
607,700,1.0,3.0,1.0
607,747,4.0,4.0,1.0
607,976,3.0,13.0,1.0
608,35,4.0,4.0,1.0
608,126,1.0,7.0,1.0
608,301,4.0,2.0,1.0
608,507,8.0,79.0,1.0
608,633,9.0,72.0,1.0
608,828,9.0,63.0,1.0
608,955,2.0,3.0,1.0
609,140,9.0,84.0,1.0
609,296,8.0,276.0,1.0
609,445,10.0,133.0,1.0
609,471,3.0,4.0,1.0
609,646,5.0,6.0,1.0
609,682,4.0,8.0,1.0
609,884,3.0,1.0,1.0
610,281,5.0,49.0,1.0
610,351,2.0,4.0,1.0
610,597,8.0,36.0,1.0
610,735,2.0,4.0,1.0
610,1011,4.0,4.0,1.0
611,185,3.0,2.0,1.0
611,193,2.0,4.0,1.0
611,273,2.0,6.0,1.0
611,512,5.0,99.0,1.0
611,888,4.0,2.0,1.0
611,890,9.0,200.0,1.0
612,321,8.0,329.0,1.0
612,446,1.0,9.0,1.0
612,555,3.0,4.0,1.0
612,565,2.0,4.0,1.0
612,874,9.0,120.0,1.0
612,983,5.0,4.0,1.0
613,54,5.0,18.0,1.0
613,101,2.0,42.0,1.0
613,125,8.0,668.0,1.0
613,325,6.0,523.0,1.0
613,496,5.0,36.0,1.0
613,585,1.0,18.0,1.0
614,346,2.0,3.0,1.0
614,434,9.0,70.0,1.0
614,569,9.0,111.0,1.0
614,647,3.0,7.0,1.0
614,910,2.0,5.0,1.0
615,198,7.0,130.0,1.0
615,305,5.0,2.0,1.0
615,586,4.0,5.0,1.0
615,591,10.0,54.0,1.0
615,900,5.0,84.0,1.0
616,283,5.0,47.0,1.0
616,340,7.0,26.0,1.0
616,495,2.0,4.0,1.0
616,977,4.0,3.0,1.0
616,1013,6.0,101.0,1.0
617,497,5.0,59.0,1.0
617,803,2.0,1.0,1.0
617,846,1.0,9.0,1.0
617,857,7.0,63.0,1.0
617,987,4.0,1.0,1.0
618,241,6.0,503.0,1.0
618,469,4.0,5.0,1.0
618,484,2.0,2.0,1.0
